########## MCMC Condition  #############
# file_path : 190528_001911.txt
# parameters : mu, sigma, PReward, beta
# setting,{ 'nSim' : 1000000 , 'nThin' : 1000}
#
########### MCMC Chain #############
sample,loglikelihood,mu,sigma,PReward,beta,time (sec/M)
88000,-1191.43161372529,0.4175387839213433,7.0219047831170185,0.08683907699216131,225.32573062737228,218.745
89000,-1190.935931149533,0.3371841689243459,7.311261919174854,0.07636934283815387,251.5513149181151,213.98700000000002
90000,-1192.1820737990713,0.623302690529773,6.8118318865060274,0.07705082724169775,257.0029823386082,204.209
91000,-1192.0464749646135,0.29032127274175434,7.2795694193560285,0.07799804449304253,253.2492442877839,208.074
92000,-1191.805289954024,0.5816808202531977,7.092173381556002,0.07942470349732049,230.0450976482179,215.231
93000,-1192.3663291711744,0.482298188702789,7.0953080831854,0.08073619779982867,243.29951469367086,216.886
94000,-1191.089893938571,0.4468070864829012,7.035549950404714,0.07141503759291125,273.92889675326524,212.47
95000,-1192.2511695372762,0.3344634063058577,7.268604302231297,0.07325474392008662,270.21421721612444,205.713
96000,-1191.6153042666017,0.72646529623672,6.790707152759738,0.07515739455486016,253.93536017091475,209.50900000000001
97000,-1192.4935101303186,0.9394342410934726,6.933915475144532,0.08059380910842627,226.3166618034438,209.625
98000,-1192.258474353356,0.6468270933726477,6.9487830914245565,0.0792447668218703,244.81655969305245,222.016
99000,-1192.9683229225734,0.13699324995730647,7.706663744915391,0.08634480488948915,218.92592485842667,224.308
100000,-1191.2673424726677,0.31001286340827605,7.528706283699041,0.0813162493021837,226.43037024777166,211.92600000000002
101000,-1198.9935532086756,0.28680966355068116,7.9695933100450596,0.08258002500898087,220.9005654656442,214.586
102000,-1191.7014616214924,0.3515315583901134,6.887234011937473,0.08046518119410784,251.72872950632012,213.228
103000,-1191.5544958143441,0.6818428613201648,7.320677348396198,0.07253698455166965,243.7039646885603,211.97299999999998
104000,-1191.0746377983164,0.5566940242113206,6.967746890863446,0.07853296352042581,247.7966758361176,206.02200000000002
105000,-1190.8313501672237,0.4895201299092509,7.129251501438079,0.07297242390048016,259.66522465474463,208.83999999999997
106000,-1191.1537877612022,0.15696505591029064,7.543150087772992,0.07418537892006122,259.64524335093887,210.061
107000,-1190.7039800087625,0.5460380353858849,7.189094250166057,0.07418537892006122,249.24493071353237,217.272
108000,-1190.5778334417337,0.12523536533757332,7.471103858411202,0.0756527201201123,256.76323311311745,212.43500000000003
109000,-1190.878078155217,0.12047675931423928,7.354122101807725,0.07781561796851119,255.91801336662186,221.143
110000,-1191.9378494974367,0.5423964523843195,7.533892256375228,0.08332164890280633,212.3437803113816,207.708
111000,-1190.7529502204222,0.32123152221814427,7.364587261021724,0.08040811628194133,230.57165354104507,216.84500000000003
112000,-1191.5189241919775,0.09581104602195294,7.098873006176175,0.07919515122395174,265.71286388368026,206.354
113000,-1191.6852157172839,0.8129069613721218,6.799277572799306,0.08480615795218475,221.94525938554244,209.065
114000,-1190.9877242581476,0.030557020669257896,7.708114477351989,0.08118971336212055,229.448744489627,206.954
115000,-1190.7201367413168,0.47024755883715386,7.179724489231799,0.07076618640337112,267.94728527625654,204.975
116000,-1190.6740389917377,0.1981401245296064,7.176438460867547,0.06908807411604345,287.70555100599347,204.947
117000,-1192.8932143403727,1.5561047433942625,6.678329701085372,0.06908807411604345,241.43639942544831,215.09400000000002
118000,-1195.2985315909634,2.7171684573012738,6.4629536091394595,0.06584066157585994,210.57765451248977,216.367
119000,-1193.9835269448595,1.9777946130561534,6.489206699453255,0.06690656173769308,234.06732860154668,217.497
120000,-1192.1217360319595,0.0596384202448082,7.6411819222527235,0.07342829055796259,249.8802399124945,212.048
121000,-1190.2681798005735,0.014219729319105714,7.4511773102545895,0.0751539283243046,261.57505368223326,205.662
122000,-1190.6597586668786,0.15104113250085832,7.162472077512106,0.07624576571068167,265.04719027104494,215.49499999999998
123000,-1190.9990244566557,0.5205177134493907,7.074007059228024,0.07171788271470782,270.9378290728936,206.07500000000002
124000,-1190.9186135611612,0.5323874527933581,6.965888610411125,0.07382126897822214,261.6247049845475,205.236
125000,-1190.4046824192037,0.17254586284569845,7.159265079946271,0.07163956400709577,283.9400665798905,207.91699999999997
126000,-1191.0890412035221,0.6111259948170888,7.15258606172295,0.06817118425926683,276.02179060135524,207.05
127000,-1190.8591860616611,0.5785188905103247,7.26623176046946,0.06794377149013413,270.4333606175207,216.782
128000,-1191.0182615748986,0.1319060077273337,7.65428649600989,0.06720779105963097,277.70724210777354,211.797
129000,-1191.0777386006869,0.2553363175500685,7.29955669154375,0.07003575801018544,270.9562521074236,209.241
130000,-1192.7265130557662,1.301921755205576,7.08049353784482,0.07014915382223802,232.37625574877478,211.233
131000,-1191.2840945129713,0.24968398647121043,7.554783543511545,0.06811896923307974,279.47451025647194,213.322
132000,-1190.808890573833,0.33288267472143485,7.466268631599612,0.06432867127660873,289.21951324065196,219.302
133000,-1191.0773500812827,0.5691301694815851,7.301292670270755,0.06380138453516696,290.60753579147934,205.429
134000,-1193.1897863017446,0.7780328167013911,6.77160036853779,0.0666209243120163,283.0353179829087,205.604
135000,-1191.9485768736865,0.3434589037718939,7.758669212888161,0.06776051199266678,262.2121941050732,209.49200000000002
136000,-1191.2370460821649,0.22588831301371298,7.348433451840894,0.06658889542388155,284.2480966362505,203.822
137000,-1191.164975299908,0.0067123113110034716,7.092700005212784,0.06500512285856098,322.3125608400776,215.42600000000002
138000,-1192.4561002423907,1.2268111872042267,7.178227002521062,0.06500512285856098,256.98447216777674,212.884
139000,-1196.6474531572833,2.2925547741400543,6.250443938566321,0.06853342373974622,217.07396577300798,216.089
140000,-1192.5525058473233,1.3505081376387558,6.607880693855731,0.06816136862902789,257.9152580939194,210.845
141000,-1192.696774748007,1.430630500687238,6.9059974166826255,0.06816136862902789,244.32157470327607,211.688
142000,-1193.2257417912554,0.18511698388257863,6.912689969609503,0.06263517898151012,350.15667470948887,209.97
143000,-1190.689605079084,0.16763827028461228,7.676880188517393,0.06227643835119277,299.84688841222896,218.299
144000,-1191.1639767540253,0.27335132873957046,7.302214526133056,0.06227643835119277,304.60025425744095,206.303
145000,-1190.5462527956638,0.09120846221108866,7.175313064467421,0.06531484811805714,316.5930255863149,205.87099999999998
146000,-1190.9749487790043,0.018768127480528057,7.028807987168127,0.06259426347773153,341.0756449665384,205.09799999999998
147000,-1192.529332621768,1.109269804675749,6.924826298288545,0.06117939613971217,281.1389144811521,210.621
148000,-1191.5488347314147,0.6273896552939033,6.896664858725883,0.06446878561437519,302.760291570709,215.393
149000,-1191.8599868400822,0.5115506568930707,7.684977673146601,0.06069239294838176,288.3592727005548,206.073
150000,-1191.8355131033836,0.5640356117063622,6.868915751259705,0.05981925864103815,326.79927779937583,207.421
151000,-1191.087689582307,0.7133746500501655,7.175021526943733,0.0596361708082931,307.50939410853204,206.47599999999997
152000,-1192.6914073656453,1.1132639669831088,6.769140339620309,0.05808112348163247,304.92288660819617,209.27
153000,-1193.9355585925225,1.5752760905229528,6.6213783586338995,0.05604624914836239,311.25419104777853,220.872
154000,-1191.1121296987449,0.5534933662078703,7.106505861033828,0.05762516125283571,337.05879886716616,213.82000000000002
155000,-1191.4961277728212,0.1353063144074891,7.807112082954481,0.06304739262493445,289.30982943327183,214.87
156000,-1192.9837769502521,1.2315748878644528,6.954808482284985,0.06090783953082443,274.9039999194898,211.70600000000002
157000,-1195.4345242643246,0.38139623554624713,6.801299866617529,0.057541711472470315,380.0332928068979,214.00099999999998
158000,-1192.0041037654482,0.5153270311091868,7.497778591686092,0.057541711472470315,305.4843748502593,210.06799999999998
159000,-1191.7321301581094,0.7959368715709302,7.156456032038013,0.05744006944076634,310.47055079041667,207.05499999999998
160000,-1191.3190773515803,0.31178735311087125,7.562677690545622,0.05574835678525849,327.84081943937605,223.448
161000,-1196.5856992469426,0.6551803406880653,6.819264836845378,0.05764797299879961,361.9283385819243,221.57899999999998
162000,-1190.9205730083584,0.08378777941757909,7.079643549764474,0.059610743480013384,359.94985565798817,213.982
163000,-1192.7599526536708,0.9422031551947088,6.979079102687238,0.06046456001029109,294.12446380243097,225.875
164000,-1193.5846395816739,0.9545386415690839,6.715593665782548,0.062150702820984484,311.9993333995793,210.528
165000,-1190.4930047152502,0.4096732723869658,7.220422705201555,0.05251119451095642,366.3910059744745,207.26
166000,-1190.449765757831,0.21793743146570524,7.2590130258427985,0.05468153228319458,365.4535262217779,210.22799999999998
167000,-1190.5874552053956,0.06573291868262113,7.513436413094015,0.054499364818793916,366.60576462035993,207.071
168000,-1191.0648406041896,0.40473784462323653,7.621629218695845,0.05273693579253772,340.7621327691281,219.23300000000003
169000,-1190.4043909068243,0.07315244310853536,7.633904766132697,0.052553432647230815,364.3700553888785,207.77599999999998
170000,-1191.2155864213787,0.7090826038318324,7.223010011485435,0.055200746486817005,328.36849154353024,206.08599999999998
171000,-1191.5896232075056,0.9642945556896834,7.112076632980906,0.056704921401053786,308.2052888245226,205.536
172000,-1191.1438654416902,0.5438386050066302,7.138343610227455,0.05855029225831769,329.64527402370936,203.905
173000,-1189.7355346073057,0.019170937601706704,7.611155786305055,0.059894685003216735,318.47849261289105,198.364
174000,-1192.876729987414,0.479275769380203,6.955994352716592,0.05892215874478262,348.14380482712664,199.168
175000,-1190.8218190746445,0.17928010799930977,7.488742200291979,0.05995602475052076,314.4458863166755,212.32100000000003
176000,-1190.5124479579483,0.2465448257248407,7.413087477528736,0.05861709856441105,333.18225157267017,208.264
177000,-1190.5952983136117,0.22318324745384377,7.217980786936501,0.05861709856441105,337.26740011121586,207.453
178000,-1190.5610765962463,0.4638471202255228,7.153534130318409,0.06223120047636563,307.81258557088375,222.719
179000,-1191.887862745989,0.6784602652227073,7.585541487317816,0.06223120047636563,278.6871187766769,207.506
180000,-1192.0974199458115,0.5525179186997229,7.53361935972915,0.06949812996729417,258.788020804856,202.781
181000,-1195.1774087963388,2.084731870226181,6.88618258000265,0.07134305205239606,200.97098396924991,224.851
182000,-1192.41233016577,1.0032199348352375,7.075595689136663,0.07134305205239606,239.933159656846,215.661
183000,-1190.8185008423056,0.05810887164062771,6.9907690794615265,0.07086123765145072,302.6246669081522,212.986
184000,-1191.1689920600506,0.21303076436534685,7.642662651866397,0.07434330413082621,245.3844749217094,208.82
185000,-1190.1586822308673,0.0788197836305139,7.418281216381752,0.0830931231430186,232.94860072341686,210.426
186000,-1190.560828729323,0.001742464123592788,7.5100220143929866,0.07870043336438927,242.66598498739907,208.94899999999998
187000,-1192.799951571083,0.485295879758551,7.591180235500427,0.08245754431912165,217.70212875532184,205.354
188000,-1190.8767105821946,0.34844280556022034,7.30702642049833,0.08998564028651036,208.07561985851885,211.84900000000002
189000,-1192.9130321352334,1.3477513208825025,6.655493980962652,0.10090927105683385,169.23514891022256,215.10000000000002
190000,-1191.8910841359602,0.7836420341019983,7.266021981683821,0.09294550547404429,187.18293427938482,215.149
191000,-1191.1532518910246,0.3458241391294776,6.9814373140967545,0.10013791283178218,196.49275876304313,215.252
192000,-1191.7885515720877,0.5194875287493627,7.084778649338195,0.10497654854591905,174.0633801842833,214.839
193000,-1192.4151674424925,0.4373974511098182,7.554341506550106,0.10576334489707027,162.19197728803516,211.71699999999998
194000,-1190.8581378325148,0.3171920347221859,7.616842852581405,0.10576334489707027,167.28022446691932,208.219
195000,-1193.6231627014631,0.4331250429463377,7.495772315585938,0.10529700171367803,173.69147918963117,211.51399999999998
196000,-1194.070123047495,0.6207360734423427,6.59428260041538,0.10922373719695534,182.79164176570296,214.699
197000,-1192.2714512280725,0.03385032438727503,6.921546523848635,0.10201295584739466,204.05866910658818,216.451
198000,-1190.5019884687824,0.08314175739753539,7.203468288499228,0.10222956647281572,193.92692884871514,204.28
199000,-1191.807449575881,0.07170618717792844,6.905719932104711,0.09980744801211548,211.33632102642008,209.817
200000,-1194.82859519531,0.9304284296066314,7.081893307022618,0.1007640703849263,163.28775918766735,218.347
201000,-1193.4295478719982,1.209137659338848,7.321549203802663,0.1022263523921166,154.46421703242456,222.529
202000,-1194.2210255415719,1.5900258653944603,6.9823133418071475,0.10181672477872172,156.4352901208136,229.27200000000002
203000,-1193.4218311564211,1.5277580457730637,6.813259921027762,0.09718035180643057,166.9916959158536,217.21800000000002
204000,-1190.4903482190084,0.05371276105941655,7.307894010591598,0.09140984024572855,215.78781949124868,222.093
205000,-1195.225510310453,1.8067449161184341,6.90888113104295,0.09611489291694421,152.2156435853677,221.699
206000,-1197.0699638927867,0.7637195297834606,6.4134869305702455,0.09733735388984677,214.51416427214824,229.56
207000,-1190.7128287525268,0.17498986056867846,7.602593389110613,0.09558080294780599,192.3942534511255,220.96
208000,-1192.1694540603933,0.17969218905597145,7.804362564184956,0.08970479745180612,199.41436821602264,219.871
209000,-1193.22144098315,0.6465998109589814,7.453246267201923,0.08469317969598425,199.33618398324626,203.859
210000,-1191.0274449188503,0.293012547600062,7.0289529157563395,0.08801416320291268,226.8441025335807,208.614
211000,-1192.6351800621712,0.6973061080966233,6.800979662508311,0.08414029069136315,225.33417596970344,215.35
212000,-1192.1500460308532,0.05489777240884694,7.16329952213406,0.085487068081344,247.30922601201496,227.22899999999998
213000,-1190.3435087508492,0.028327234915479338,7.348360536543009,0.08493269770994682,233.70416396290457,220.469
214000,-1192.357303453203,0.568252454088806,7.627324942263115,0.09003172748712786,190.6742163056882,220.342
215000,-1191.4551653955157,0.3602538845190599,6.915442934044958,0.09100058713786147,218.66754601549724,203.72699999999998
216000,-1192.4487920505876,1.1653145604672273,7.037828674064635,0.09580494193080137,173.97183411399078,229.92299999999997
217000,-1190.653458254092,0.3506142587867965,7.400169705779293,0.09363726775580604,193.93428812607604,231.744
218000,-1192.876339495422,0.7495309459878179,6.748557266000443,0.09477377567088355,203.25925038110813,222.456
219000,-1190.988464418506,0.10850935754617454,7.296928112240756,0.09154596197200175,209.93599606198038,219.22299999999998
220000,-1194.8730317453208,1.773448516495117,7.1462774904394095,0.09657008072741506,150.7525443332384,208.90400000000002
221000,-1192.336613527032,0.35954147288139215,7.538512205132573,0.09657008072741506,189.91241023231674,204.68200000000002
222000,-1192.01610752425,0.6207058909648929,7.186991230241524,0.09152779813715436,203.16974226628153,203.224
223000,-1192.1121747156024,0.6822665137886462,7.1096277302257045,0.09087821665143407,203.74985840358983,203.717
224000,-1192.634061278341,0.5548451827001869,7.649601975942102,0.08768874598605296,194.1177119729111,203.348
225000,-1192.6815515068056,0.37608753823038876,7.782394459180234,0.08758219062063276,197.18018442345186,202.125
226000,-1192.0435452548222,1.1402176749340283,7.0631332992801665,0.09040015909388366,184.91784759407497,200.808
227000,-1191.3299200240187,0.6941223582550986,7.165332963634213,0.08871070565069175,203.141394565455,213.99099999999999
228000,-1191.7588759193034,0.061977963039889644,7.215056589578079,0.08628799856373738,240.5605722641806,212.538
229000,-1191.660849060828,0.3734628803454722,7.198118722103522,0.09516487176725207,194.11831641488266,202.572
230000,-1192.9697652177524,0.05498929890441759,7.989005023316881,0.0915079261866236,191.7024744037908,200.60600000000002
231000,-1190.966393063348,0.6396516275817301,7.279019065070098,0.09202626783751461,192.45731536829084,209.756
232000,-1190.5914236501485,0.17709214987873692,7.196574995583459,0.08715632750175106,228.89445494064904,212.174
233000,-1193.2107493160997,1.4058815734891703,7.028328664877679,0.08415389739735121,194.0119422770044,204.693
234000,-1191.1774739474054,0.15790458138207317,7.226892328455151,0.09514125193350453,202.0953778861669,224.63299999999998
235000,-1192.2290669799004,0.6559567671395992,7.128075762441591,0.09858751210271399,179.16950301173472,225.72400000000002
236000,-1194.0077686271422,0.04168410264150149,6.687990221450756,0.09076727564512582,247.04406297137143,220.45600000000002
237000,-1193.4384594258465,0.6806421590251002,7.052124763697503,0.09487460915190228,185.20166426012494,217.731
238000,-1192.517621887365,0.6705699083493608,7.089856178273063,0.09487460915190228,186.34695698679812,211.72199999999998
239000,-1193.1943300835042,0.8212874883588451,6.664124919876389,0.09691581091812726,195.96392751892688,220.335
240000,-1191.913955155824,0.6099402987614779,7.384666370841818,0.10335504794541966,168.75254388188196,226.192
241000,-1191.7018965657705,0.8742630028937924,7.087579949947792,0.10212402853118127,169.7728710107721,214.626
242000,-1192.0385110403925,0.7875324785233793,7.0394877367038955,0.09541604582041946,189.19207554552347,231.337
243000,-1191.807936661812,0.03262002061463879,7.8765685222297135,0.09721105807106857,184.89665039010097,218.34500000000003
244000,-1190.3481335595254,0.016605794926633777,7.466159446732325,0.09802222069391275,194.90991679093057,217.046
245000,-1191.9959749415152,0.21084538285563087,6.965621768564833,0.08749295831088592,227.8453256095582,206.32000000000002
246000,-1193.224875626011,0.03768959610356086,6.857801066390357,0.09041042195678795,245.3660726684739,208.22899999999998
247000,-1192.041642636947,0.1622875747972438,6.907606858298913,0.09522112019824075,216.9702892019701,221.616
248000,-1191.3158164259212,0.3670920789689543,7.322904335865309,0.09408376841159263,193.90906653452333,232.428
249000,-1192.0713485488463,1.023189998258927,6.914500610303116,0.09387699860062854,186.48553031697236,220.286
250000,-1190.830018070377,0.22151765405465335,7.082470112612318,0.09296244263661434,214.65236928451105,209.937
251000,-1191.862909581857,0.7526513958898995,7.217444072559539,0.0962414900107152,184.29083937290687,219.70100000000002
252000,-1192.9075745119837,0.3089911320142781,6.7619717042532805,0.09846045976499027,211.97211500508047,205.079
253000,-1191.8272018600946,0.22709941376689122,6.927507549960426,0.09666469103135214,208.94623775865333,213.25
254000,-1191.0401056910164,0.39414941718151897,7.041377024362229,0.09352435691661834,206.5835781164043,204.506
255000,-1190.446854871292,0.19453349706723894,7.194727832231023,0.10009447893398943,195.22103915378952,217.359
256000,-1190.9950451419545,0.02038625272773334,7.065364758874711,0.09068323442895612,229.17286426604466,208.94
257000,-1191.2163346232317,0.15443258795663667,7.3057054637365075,0.09527984074942421,199.09261711649788,217.181
258000,-1193.2235106165615,0.6711391978208171,7.7096469698909775,0.09144345431444528,180.3512375918085,219.09000000000003
259000,-1194.168832008905,0.017882267148288195,8.15124921830783,0.10419534780788163,166.82404976616644,222.866
260000,-1192.6323214040783,0.10562280007529547,7.023223683561868,0.1082655111257002,193.60756939098732,228.392
261000,-1191.4786077546362,0.08787292249142961,7.2643529694705915,0.10659115149595821,187.33296825938598,210.621
262000,-1190.9133478100362,0.4403016699054952,7.273156364879377,0.10077541574169518,180.51658346162205,218.438
