########## MCMC Condition  #############
# file_path : 190529_151048.txt
# parameters : shape(a), rate(b), PReward, beta
# setting,{ 'nSim' : 1000000 , 'nThin' : 1000}
#
########### MCMC Chain #############
sample,loglikelihood,shape(a),rate(b),PReward,beta,time (sec/M)
18000,-1438.32555634582,147.4668035492336,24.66581932497955,0.03479259382381389,131.54148244558795,216.118
19000,-1438.9639620502362,134.1796303745597,21.998075460051233,0.03272219725458174,136.997884124992,240.589
20000,-1438.536961705469,166.68817362863606,28.70316372481683,0.03354593675021683,137.3181064463063,240.983
21000,-1439.1601228697375,150.15466873041225,26.32594162426519,0.036318387083686926,125.6699579213213,241.219
22000,-1438.4444896351063,176.38791802731723,29.899368634134298,0.037817682313471365,119.31949659676259,264.611
23000,-1440.0170390531837,137.4119813159339,21.67813722200244,0.03518092609819439,129.43147800984886,257.10100000000006
24000,-1439.2301398047675,176.06498294207935,28.166978976116024,0.03350060470346245,133.1165237790348,264.21400000000006
25000,-1438.053231468852,152.44420308240686,25.594069143380697,0.03261766277247006,139.11866218170712,254.36599999999996
26000,-1438.4916484825512,166.49165729252564,27.136340839433103,0.031740455140978924,141.1047445914571,264.639
27000,-1438.049104864433,181.25006642962185,31.042657132244987,0.031777034633747286,142.4630026118296,240.91599999999997
28000,-1438.426930524533,170.91115397261504,28.283387313404685,0.028987409151867087,159.91325613350148,260.846
29000,-1437.8764864859195,174.0296800751816,29.753737200087993,0.029816526837755784,153.78535879547397,241.877
30000,-1438.0110231293277,158.85554705348792,25.84799586584759,0.029196457706184717,154.75934190246548,232.635
31000,-1439.1908269571832,174.83981602720098,30.97400202073414,0.03332371229155087,136.48749463277,228.023
32000,-1439.2195497764644,125.5210743574132,21.562383900420016,0.029423506226821175,157.69248546820296,212.00799999999998
33000,-1437.7147298736681,144.08802532733048,24.251956443029385,0.025670195488253375,176.59161995203416,233.87199999999999
34000,-1437.7807232319476,163.98346566171665,27.09792766915629,0.02605972834447727,176.67081486642834,234.357
35000,-1439.809966251149,133.09435468635397,21.101184002586837,0.0300486821654345,148.97477667392297,223.37399999999997
36000,-1439.0134624974696,115.13159962362874,18.58299386365943,0.02678377088372159,170.43152371847796,238.474
37000,-1440.8668135659389,100.42471646301708,16.27805960290835,0.026073484808280013,169.80860528585163,223.815
38000,-1437.8658686131105,179.51307655601133,29.5918673432824,0.028487308555981652,157.53292674937688,237.307
39000,-1443.246674323294,67.89771607383511,12.55022817538585,0.02891604317944592,161.78331995969089,244.45199999999997
40000,-1440.211456705348,70.05733610510406,11.886101063663972,0.02916848141142516,156.81257374721147,212.118
41000,-1440.2702769030398,121.42512264274504,21.875059121754926,0.0326319976915926,140.7071263083118,219.282
42000,-1439.1563734590718,133.09342923422355,21.46096142160387,0.03244249109863852,141.2715149978899,263.42900000000003
43000,-1439.652212047804,111.9234907398941,17.942687573139175,0.03028566123022297,150.79837584956135,265.249
44000,-1438.8215051785664,174.3497003807106,30.146339910207303,0.02909813268567141,159.68005326972377,280.274
45000,-1437.955349733099,159.4119536692389,26.26913981664762,0.03179539846100037,142.4452119807358,224.22
46000,-1438.2115417012374,145.54194407455313,24.937113617397582,0.02970158455388779,154.3347822593686,258.08599999999996
47000,-1439.7715617760696,95.53025600462182,15.984322906729075,0.03141981741993846,142.7140193067851,245.70899999999997
48000,-1441.4291066123099,161.7359715820457,25.97593718719515,0.027598202060164365,158.67098702237146,243.40800000000002
49000,-1438.5722633876437,177.13887309664017,30.999039273086535,0.029785523678520453,154.59640215676959,260.949
50000,-1440.108282029414,118.36618235072494,19.071522808588416,0.026966565607914158,171.99836313668598,260.555
51000,-1437.8994037328741,139.03580159145417,23.65115104532491,0.026243938934242192,173.1330989494396,250.465
52000,-1439.804903126196,84.58158096237821,14.924436955549858,0.025599964732145854,179.263238188853,272.74199999999996
53000,-1439.8246227178136,115.55236203739217,20.837708787877055,0.02465076044568886,185.01589929625297,243.845
54000,-1440.2849515475416,97.6647470084497,16.839243107821467,0.02301648274713933,193.37277546231016,243.26100000000002
55000,-1442.5562077648176,65.62642976504824,11.778248310125589,0.022618789490533735,196.96541890256344,252.35299999999998
56000,-1440.4954994777058,79.84727306423667,14.41224316480457,0.02376165638040092,193.0406986217098,236.47299999999998
57000,-1438.6738256643475,135.30849259194562,22.957195152150103,0.02263932795281057,205.45386254750457,239.917
58000,-1439.6472217153175,172.00575877377997,26.70748825954562,0.024679506047922593,184.67531705442195,221.662
59000,-1437.295182006578,171.73447368883197,29.02015684736798,0.022912464491458742,197.34593798330977,220.46800000000002
60000,-1437.1999976687357,173.25011414835905,29.224465534384944,0.02203979594436529,208.4137194737973,217.524
61000,-1441.8816323730234,163.5168945941276,28.555106693595732,0.023166740870525972,205.13671391332286,227.347
62000,-1439.4534394157051,153.07547849239353,24.409713356804524,0.021759846430653047,203.80741713957343,214.945
63000,-1442.0498832578605,163.79880952327278,30.902568971881777,0.02708806517667813,169.94613341564457,220.83
64000,-1437.9019087720162,127.71002395014331,21.31364464629837,0.025060899130724436,181.29938796913197,249.918
65000,-1437.838390618507,150.63974690790408,24.744894099220993,0.02239622936647431,205.69220275112573,261.31800000000004
66000,-1436.9120283308428,180.49235698680792,30.453723301862905,0.02091381544684502,217.23304927209827,222.591
67000,-1437.068203106118,171.55694036482595,29.14963880565025,0.020588303330605167,220.78440951435817,227.228
68000,-1437.4458110893204,166.39383525924734,28.443122983174526,0.02119422677431515,213.32164990815775,243.173
69000,-1437.768341395407,130.59497936939138,21.432860705018847,0.021917626201756076,207.47775365677668,226.886
70000,-1437.7672361022035,180.13543925561032,29.697304884130798,0.021501572057223983,215.527761727575,228.336
71000,-1437.9954496929954,177.8574282709138,30.79266080579795,0.02125859942624109,211.66829069045306,229.19500000000002
72000,-1438.0549057027208,179.45356976584065,30.805336328235715,0.020936117047925983,222.01765740225935,222.38099999999997
73000,-1439.7684498884414,119.21407679398277,21.574824948722878,0.02227491328906267,206.28458185036285,239.44299999999998
74000,-1439.212426511792,97.387845130055,16.498975874938406,0.02161724637616281,214.53579596475933,288.33799999999997
75000,-1439.1091314439702,147.3903242446195,23.502899900263568,0.02139997942571766,215.95821919213572,280.492
76000,-1437.1250463045997,177.6323621934599,29.620528116573883,0.02155504458222849,209.21679089875445,270.50600000000003
77000,-1437.8167230938948,130.59046631737553,22.33071534749283,0.022490587206984266,203.1027347763834,268.003
78000,-1439.6484003742005,122.79705774249054,20.51348599421666,0.02319910787088787,191.1370367296185,287.281
79000,-1441.7236012521773,151.4641274196439,26.339673003608468,0.027221928790201997,174.08751501796473,295.501
80000,-1439.1066832377157,159.73591810659963,25.352971671447207,0.029446220233114353,152.22539135983504,272.04200000000003
81000,-1439.5991815774344,151.75446965333768,26.84136592822135,0.029850193834334654,155.5045323810075,240.197
82000,-1439.4281668449098,123.68972686489943,21.01157258603982,0.0303648226116028,153.09653322873945,229.2
83000,-1438.4353333370734,164.2582399937122,26.41238327871217,0.029515770993434946,152.28650446305045,223.883
84000,-1437.994793089917,159.83670320230917,27.276931078199752,0.02669610983967247,172.71186946586303,268.006
85000,-1437.9667240800359,156.65350270243653,26.95893712389202,0.026780352931582957,171.3077085248495,240.534
86000,-1439.9467396091527,88.07599022035527,15.614136012995633,0.025908022383897653,177.7517750792281,247.38799999999998
87000,-1438.5197780661126,135.30659705143822,23.504274926825406,0.027079796441092225,167.41766469161195,244.51300000000003
88000,-1439.4249937317206,123.54777720094712,21.465043950799064,0.026960358505536127,166.25901003858084,287.655
89000,-1437.9748295726358,164.71156042084172,26.499976969497887,0.026473531571899477,171.90717442202785,288.087
90000,-1438.3245486385936,172.7214343193327,28.474363371957715,0.026190597766155524,170.26369690600413,242.26800000000003
91000,-1441.5479194272689,131.58105138839844,23.1237545587184,0.025966474090281123,181.9781352195669,221.031
92000,-1437.738257461502,173.9550896151021,28.93345140016577,0.02460149560304396,187.84408111803197,253.63400000000004
93000,-1440.6368209135578,160.87133343460076,25.48060227171913,0.024035519586273528,194.2031268106158,256.923
94000,-1438.4990681748984,135.96733647293894,23.870669979617418,0.024204424565410006,189.0880927148416,280.618
95000,-1439.463833235201,92.8422871815859,16.34202326692867,0.024270192004945346,189.48368782667626,294.321
96000,-1438.860304609044,169.67807335014285,30.329651119388966,0.022831352952711458,201.42119221338058,224.522
97000,-1439.1974438857999,134.530517556431,22.35286516830451,0.023571052192342037,197.87596327526265,275.091
98000,-1438.1389542239408,172.9055671693712,29.975240793887345,0.02261125971369125,204.8325589972603,286.716
99000,-1440.4419421650468,143.76187953578486,24.533219754832075,0.023922208900914118,197.04701959116468,238.35700000000003
100000,-1441.0283292676295,176.04712154764175,27.145951570165078,0.026847885042538832,171.64570801719023,242.33499999999998
101000,-1440.289487668351,80.19862595061228,13.096240774418503,0.024305010796614606,184.34780763195022,231.76
102000,-1437.767230964542,142.08060624219627,23.58742601035502,0.023708971618840134,190.15475071613412,223.888
103000,-1438.59521369459,143.90574942932477,22.84082918671191,0.0225073702484515,201.83674127960168,223.456
104000,-1437.4032301709808,175.9558804236767,30.125100621713326,0.024209639575544825,188.51903383551422,220.53600000000003
105000,-1438.5198771719497,157.4985477324051,27.81417861305462,0.022532320954823232,204.49728056726582,292.022
106000,-1439.641438550586,180.76511605174568,32.81621948824977,0.02232880829591309,206.92540825609913,266.092
107000,-1438.1219556582741,155.82043122975674,27.07319492134917,0.021691232388902866,208.1007942399538,244.618
108000,-1437.2680105732943,173.45394054866082,29.562536016533144,0.02236099844219861,202.92789566843228,263.01500000000004
109000,-1437.0602999702949,176.92535137397886,29.887025548570893,0.021796219820770256,208.07820453470183,295.825
110000,-1438.8080712124008,175.02868581978674,31.141786921619236,0.025325455874366336,179.65316381453778,218.581
111000,-1437.0746286467345,162.43277191307465,27.238262829704485,0.021137687535082498,216.11166307484228,234.90699999999998
112000,-1437.8462575746132,167.44976442730882,29.15204050583542,0.021178277341829563,217.35898603011287,247.31699999999998
113000,-1437.5576842999476,144.06414096123078,24.519451062510814,0.021689812268711774,211.41318587098198,234.94
114000,-1438.1250108539741,114.65214212295595,19.00138853105772,0.021786756228012284,207.43871231723637,229.993
115000,-1438.4501100404666,120.9898465395755,20.764788255083772,0.020093039413241892,230.52967158869882,251.788
116000,-1438.5690634296966,110.78769591284176,17.968158289848866,0.018165159447496335,247.4786672100142,214.48700000000002
117000,-1438.065957012147,150.28372642335978,26.48381223607604,0.016799400472417417,274.08732231007764,213.59
118000,-1437.0748540100637,142.60430383035907,23.852913252414147,0.016575953420823443,276.25798171875715,234.097
119000,-1438.977118130681,112.7241871883738,18.155548330186164,0.01663539794252243,268.6869517898553,214.391
120000,-1436.9727565555436,151.85222651004764,25.670289210506404,0.017287570824549386,263.4049021202058,211.213
121000,-1438.2652765618068,141.46766973590007,24.929284817836297,0.01787734382461894,253.71141625397132,212.21599999999998
122000,-1437.146801532497,169.4353824998562,28.23992397453899,0.020237095283889762,227.2722156064364,215.964
123000,-1437.4379399026893,157.15085010213951,25.753183176428035,0.018818408904104196,238.78384604256647,227.223
124000,-1437.5785180907012,171.38115391116807,27.688089223183972,0.019590330612284764,234.55542227066616,223.149
125000,-1437.108231297323,176.26055750598792,30.19204659483169,0.019458855052529235,235.4334214802953,216.499
126000,-1437.3120331304867,152.71093275852445,25.722145072457067,0.018380791055826278,250.65188422264933,211.52599999999998
127000,-1438.0600045093815,158.7090399155022,25.505104992266904,0.017701955272447032,260.452730315211,247.098
128000,-1436.5711607826847,181.11462185869246,29.913655951429032,0.017356740280974364,262.27871976242164,261.337
129000,-1438.568767910635,143.43008377874852,23.9067580607921,0.016954028165434756,262.05927618691146,228.33899999999997
130000,-1438.4428519442556,165.49513957462136,27.478614446683363,0.017240710818144617,257.3094436663971,218.939
131000,-1439.8507976627009,158.81453223799863,24.453863434589508,0.017381233408284038,260.30418295505234,226.47500000000002
132000,-1437.0815237600016,171.56992126628288,28.605003273525043,0.016628219187948455,270.13969303375694,216.614
133000,-1438.2486968733297,147.49197390305437,26.07734591279609,0.01661674936924205,272.9555248160893,215.685
134000,-1438.9022656577615,181.25375131985265,32.40630439003932,0.01788152161904919,252.36168585968335,234.487
135000,-1438.2411152874774,177.7379016220308,30.82762724163293,0.017137215965851375,271.9676193432784,229.632
136000,-1438.5253433639941,149.39236880257656,24.331254615653997,0.017038312325420402,260.7497465202618,213.501
137000,-1437.971776524491,180.4147682176952,28.61857196057291,0.016355712822935436,273.7629594141952,251.69799999999995
138000,-1437.1379864935775,165.60011040213223,28.52894274950289,0.0165686176316943,276.7622157696573,231.50799999999998
139000,-1437.7561609414058,119.72864583392023,20.180854264056588,0.016723764551576727,269.5973846451563,241.49200000000002
140000,-1438.9706691171366,140.9588338916372,25.23384349328485,0.017649674903538463,256.6983656564883,223.413
141000,-1437.8715347627763,120.64909062015647,19.81423261775118,0.01711595364810773,268.20904325760375,219.696
142000,-1438.8042894010603,112.98989425708871,20.121611510449554,0.016927741157130978,270.91757974079394,267.906
143000,-1437.3958718431693,178.97818630760577,28.54883811212287,0.01689186709409924,269.494215877651,237.85600000000002
144000,-1438.8473734621714,139.68815506770238,22.80989659248361,0.017871575902446975,248.34879222587415,213.051
145000,-1438.6594360250422,132.21797876951038,22.93227125407316,0.018916858324608637,245.8382034064912,216.191
146000,-1437.95042382043,109.63033852366355,18.117312592128183,0.017643181223088115,256.5807377410766,218.44400000000002
147000,-1440.0464521548947,76.95091611212449,12.378797191586013,0.01738436989955149,260.34222602732905,255.888
148000,-1438.4216632002654,119.9158031317594,20.975981115043712,0.01887180866938407,244.21262665774242,234.608
149000,-1437.947850627366,174.81452002564436,27.945043986938114,0.018763869378886813,238.58103136830434,215.614
150000,-1436.956302373095,182.280577442734,30.386969025852522,0.01856810939391611,242.45825317326114,215.394
151000,-1436.848648440944,167.08369814008594,28.271602606151127,0.01764706546008449,259.1954652941985,214.90300000000002
152000,-1436.927587981339,173.66090872417715,28.925450377184518,0.01865428147336709,241.90888518805545,211.468
153000,-1439.1320031412681,139.8526647206121,25.21226547616918,0.01903515414663513,240.16672611439998,212.024
154000,-1438.7185225427968,107.20834532534495,17.345508282074523,0.01795328969384095,250.47720673603288,219.0
155000,-1438.5460745992857,143.8086610706088,25.49172692695186,0.019469573466751884,233.19036573163177,219.653
156000,-1441.3558619612752,176.64441460432843,32.93642682362206,0.017851081974477875,252.83495185496852,229.964
157000,-1438.830504700934,165.83449085417982,27.595685254724714,0.017464815331205003,268.33556041030994,228.118
158000,-1439.0569379901965,152.15002669609493,27.537342079987027,0.01650781150441009,276.7832496415344,218.869
159000,-1437.2816084266053,169.85174361104063,27.51309168294048,0.016784768572935736,273.6377755420096,241.241
160000,-1437.9389658269529,180.42620464964799,30.423758232167593,0.01757610757402725,253.55538947298928,295.777
161000,-1441.3670565022665,173.36377837085286,30.368440985284277,0.016930930488282935,280.7079952704289,271.976
162000,-1438.692125420948,155.0894225730848,27.830603922056437,0.017493752962332368,261.95181780256945,277.519
163000,-1437.1668265791939,162.760179900424,26.604546665542617,0.016438185742230278,273.59636540656754,223.83800000000002
164000,-1439.1170406608223,153.1815293346808,26.435602866925024,0.01726284742028173,271.64724040574816,251.969
165000,-1437.5200675628557,176.32213702326385,30.93804343102067,0.015360363102819257,296.30481566680896,252.72699999999995
166000,-1439.9048403367392,113.47212569856922,20.596788391047284,0.014250274003840817,326.1353955412764,282.14099999999996
167000,-1438.1834538559635,130.90640576154024,23.058144361017494,0.014039390881506792,328.8779879247469,265.433
168000,-1438.3017831068787,109.19939140954573,18.889589388777143,0.015006374542838336,308.1528010952164,234.27300000000002
169000,-1437.5272095521232,112.13594631943917,18.67006741556815,0.014590716428336276,311.5332079907863,287.19800000000004
170000,-1438.2789031509087,155.10664490080208,24.5396255137391,0.01696930805844655,269.25375415534955,259.705
171000,-1436.9358379682915,150.13302371445036,24.93815844426561,0.016693160084794822,271.7011604586475,320.783
172000,-1438.2443556733829,132.31282437756224,21.20471099476208,0.01747351147943553,257.560651737098,272.93899999999996
173000,-1437.8106164739786,128.5638931403098,20.93157202955106,0.016923627736264466,266.2028463353117,258.969
174000,-1436.706803721924,165.14302982729993,27.219503725669767,0.0162542475306219,279.64185384794155,216.529
175000,-1438.8474966754234,106.50198145029698,17.05030014187782,0.015901599073542674,283.53571218161665,223.51899999999998
176000,-1438.5817822139343,86.93019605973225,14.86087124501768,0.015818639394128243,290.51255674670136,271.207
177000,-1439.9234321071765,153.8733233590891,24.45992786309631,0.014775152887259047,298.25306817903146,219.73000000000002
178000,-1436.9772848729526,180.05821397331744,29.23967256782866,0.015527134920340597,295.79621079126775,266.989
179000,-1436.8883549461384,176.20705951737733,28.82971095578781,0.016331974869203708,275.79380409139065,246.767
180000,-1437.8582614110292,111.74994895551754,19.13723417020397,0.016315853285973535,277.86806170236264,245.1
181000,-1438.968690243658,88.38122569421516,15.262957625005903,0.015795080713340768,285.08184153336083,223.411
182000,-1438.5943535561464,121.96846743598421,21.22737269290664,0.015726954469594833,285.5014617894333,226.25300000000001
183000,-1437.4269652880068,153.81752465037397,25.34697795066838,0.01550067050545139,298.103513278958,281.626
184000,-1437.0849426637228,139.7074095178249,22.98253821111117,0.015076520948274405,302.811718468972,275.86
185000,-1437.433163593505,132.6059925533542,22.853043205307134,0.01567716755890138,291.43288933294974,281.19699999999995
186000,-1436.943289852098,181.9653405528453,29.713127263431364,0.014651439972660224,306.26893753962486,301.058
187000,-1436.7528416068733,157.65024174595456,26.07292392409891,0.015027151068133461,304.3437211054192,283.152
188000,-1436.6025467952413,176.13200219526232,29.542853861600932,0.01694693240159849,269.36995226420873,285.78700000000003
189000,-1437.6174719559913,145.33832966008507,25.28998556568365,0.0170698070655771,266.9264577011082,246.302
190000,-1437.5257134141627,178.5121452541074,29.077346926823534,0.019050590938222502,242.34127165669764,233.42
191000,-1437.002518796209,171.34928344479303,28.060729253003743,0.019971268708453005,228.46529479916356,290.255
192000,-1438.7243121402623,112.44860704390028,19.678011727011594,0.02150846350260667,214.10176730776567,268.534
193000,-1437.5516917061675,176.98359684962,30.441812916463586,0.021078020489641632,218.80500452419693,256.043
194000,-1437.3058689895936,167.9626721693344,27.299720532868772,0.02036671918188789,224.63355337821577,279.794
195000,-1438.782207664903,172.45560888601756,28.81263330834474,0.01898417019382806,246.78497732189874,229.77100000000002
196000,-1437.2903201532474,139.06383696298795,23.33395638411823,0.019376843742155786,235.7738381334432,256.59900000000005
197000,-1438.7120141135856,127.72708844546524,22.311321861977984,0.019882071116821564,226.369001174225,270.42400000000004
198000,-1438.434188780505,162.2011024550229,25.790399635271303,0.019295474943216602,231.78430293480693,241.279
199000,-1440.9298543363723,175.04632331154,32.23421518875139,0.020904072896589035,223.23314548344015,287.223
200000,-1438.0695311321044,148.43576157941064,24.61913479897026,0.02115854616761072,211.2962085966132,302.938
201000,-1441.998271954735,130.5968581582423,24.421614094793057,0.02130477436832975,219.10335157871907,277.354
202000,-1438.1585124547355,156.09672303544426,25.768391675006537,0.022829909091716956,202.9642566307093,293.359
203000,-1438.64497550509,167.8237354908387,27.804188074601203,0.02379603691355597,195.88026483974238,294.24600000000004
204000,-1438.073829790209,151.83428372201337,24.759907708590102,0.021108618171424152,211.88995632469332,277.276
205000,-1439.107407709441,102.98570344608603,16.62397298528015,0.020491931968119236,219.45614343309933,277.354
206000,-1438.4294836009053,140.34050664953347,22.277138413174683,0.019306193270219,235.0903001899091,257.66099999999994
207000,-1437.4817458614907,131.21177048034363,21.59861789257005,0.017832007523151505,253.75473178309005,228.319
208000,-1439.5165514441364,92.58957569444645,15.060417536951729,0.01719002214216422,268.7384823305785,224.33700000000002
209000,-1439.1366445773845,151.94690807192845,24.85666779703181,0.018525235711940882,238.73139565589074,227.403
210000,-1437.2834091784698,175.048277812273,29.74350052708084,0.01870991529958203,246.8499426580382,234.138
211000,-1437.879292047736,109.02942885811457,18.72080926347827,0.016543874003038514,276.166925415607,235.006
212000,-1439.0903502876017,85.7777719449716,14.614710693744867,0.015857863158984648,292.09872393546794,247.727
213000,-1436.7178568498762,167.12842418743526,28.03428190030098,0.01484609998730093,304.36840551826594,279.18399999999997
214000,-1437.2140524304746,171.19984524336766,27.753270787827816,0.014996324743338424,306.83686294775913,279.357
215000,-1440.2735232336831,111.43591742483595,20.46586086865895,0.015093210708411785,300.7612037714202,273.656
216000,-1436.9702513626146,152.70870676398468,26.021035033780333,0.01584495334978701,287.20432916030103,229.01399999999998
217000,-1438.4762372097284,110.77473695279585,19.484344881320553,0.01584992716224616,286.27883394660574,225.13500000000002
218000,-1437.9210436300643,127.89229742897545,21.50621085321029,0.015492455484829965,299.11945069354226,258.52000000000004
219000,-1436.6591914749993,174.60507479803897,28.907972570368663,0.015002857305723104,300.73241996115297,250.45299999999997
220000,-1436.68864668431,169.48586105300788,27.818818654556967,0.015659981891358015,291.57673447228314,281.614
221000,-1438.4681602792878,147.1977547730439,23.94909598989952,0.016390434365871547,283.53407415302496,249.70100000000002
222000,-1438.5582193840048,114.03140478409661,19.72685395937096,0.015701304490610687,295.73152227660995,253.60700000000003
223000,-1437.7900750919164,172.77533920137935,29.359519317600643,0.01563634634203866,297.8768023906845,224.537
224000,-1437.8159908677212,143.51263118369394,22.972366499208782,0.016708287614488355,271.1719622889107,237.429
225000,-1437.1417865223912,146.37877620716006,24.870339542257213,0.0169164883898289,268.20050296869454,251.074
226000,-1437.7210557976296,147.80497353498336,25.880711448273395,0.01642228438367026,278.5861394543815,250.22499999999997
227000,-1437.1862155009492,156.66941262260374,25.40298973336993,0.01587447789670319,284.4780540114312,246.443
228000,-1437.4496848092233,153.60353620794476,24.7966105622993,0.015389637315527957,292.4095681641221,248.562
229000,-1436.795999265604,177.06985236641574,28.812961041407046,0.015997075928378617,285.66662587873026,249.57000000000002
230000,-1439.0014443082325,132.8311712289601,21.285162256853404,0.01563138137031577,284.4771780938595,252.86599999999999
231000,-1437.1628429817267,181.65683516032763,29.216646681261278,0.01631407646363545,276.0634646908584,208.863
232000,-1437.5464779484669,146.8781776269429,23.746662631035267,0.01660765966655903,275.6141745200175,234.697
233000,-1436.7935904752046,181.14715249142571,29.5616729442477,0.01695251406757243,266.4306422039553,246.05800000000002
234000,-1440.3137809751477,171.12750243595966,29.390389098546002,0.02058007899959006,214.23608306380888,270.438
235000,-1437.5807942522804,156.62441545165373,26.100611706014384,0.020924705016511006,214.6265840445857,246.78900000000002
236000,-1437.3320318211029,149.88555351472183,25.592792908716916,0.01887032180058611,240.31019544696227,255.243
237000,-1437.806677651493,158.9215468845783,25.614970463369023,0.0181840253312733,246.55627946395032,252.733
238000,-1437.514344716288,169.34835570115357,27.946731694737178,0.021411996846388715,209.51316692024628,271.887
239000,-1438.6125224129134,137.57183329582116,22.192480137299103,0.023082009334232368,199.45315872983898,260.64700000000005
240000,-1438.483905220148,106.99443111356086,17.80945670217588,0.02357058549914601,191.50182489373407,239.491
241000,-1437.5095283712528,175.16104708449413,29.129326395892587,0.028128396936687033,162.86821261698438,235.089
242000,-1438.7632458275061,131.9088867915454,21.651090787023286,0.029272699759462822,153.130867792274,237.162
243000,-1438.4300889926908,161.1813978326701,25.887121386460894,0.03086204886309432,146.4190155814877,243.475
244000,-1438.741144830712,172.36681893208188,28.446844025599468,0.033027552829086905,140.32486262401068,245.513
245000,-1440.4431408379942,99.15338761601545,15.834864440578745,0.033600540493468375,135.55923556945342,254.362
246000,-1439.754255912139,123.4451506094327,21.478196244250373,0.03388983009184464,136.8493048557568,233.46099999999998
247000,-1438.3493578617326,138.38809439737594,23.236468568831597,0.034040057187281945,133.92797564081837,244.18599999999998
248000,-1438.1929614741334,170.87641199557163,28.79909875198716,0.03249871047541028,141.86141607298458,242.068
249000,-1439.894794813013,134.67616410500548,22.001228192472638,0.0343920481603727,135.01979582139563,251.07899999999998
250000,-1441.7344353056696,164.14669996787916,30.02790286687367,0.03426516189783023,131.07012728636914,237.197
251000,-1441.7474231399094,116.4123044325305,18.61291128898794,0.03250083742576432,143.58681881525882,239.417
252000,-1438.7471792397328,152.9511436240171,24.7580196121583,0.0291327985694481,153.51046911874468,235.794
253000,-1438.1085823133094,145.77110403842914,24.59824086961779,0.028657548132105037,157.41040314613608,229.291
254000,-1438.301124556301,175.52080709516943,29.834965503421913,0.029139945943404754,153.916253186872,221.56400000000002
255000,-1437.7466196481464,147.88901543331568,24.432719265350453,0.024329250145131258,188.71069207292462,216.12
256000,-1437.4918755075284,172.7759970727279,29.68139800576652,0.022382068480850035,202.4876156977166,236.882
257000,-1437.3635385274931,148.62444144270268,24.555343195891837,0.022238467889239995,204.6023470894272,229.24800000000002
258000,-1437.4182598015864,169.31639376891465,29.203040174904686,0.02122979980690253,215.1324954115071,250.19200000000004
259000,-1438.328004406926,173.19085309628792,28.019959937215067,0.022235947396135772,200.33256519297555,264.247
260000,-1437.643530871284,159.83466789840622,27.215579872035743,0.022012370943908524,209.56198799598488,234.22299999999998
261000,-1437.863990157722,150.85179984024302,25.10770838918133,0.022455220827497426,205.75206799482314,237.14
262000,-1438.732142094698,137.49151724731794,21.85705977587822,0.022947302614497185,196.7244775173139,215.083
263000,-1437.9219889445817,126.52865457216366,21.437967601008392,0.022929511719317282,197.42327410470685,227.363
264000,-1438.2184581712088,141.30691865211065,24.420065403133712,0.022049531236788877,209.60290342692667,235.894
265000,-1437.930678345765,124.20541471090053,20.92823867056011,0.02097143956967957,215.08932076281005,234.726
266000,-1438.7720755015534,172.5659784712057,27.347441846962276,0.020609494314970018,216.25507873408404,232.35500000000002
267000,-1439.7390848280975,76.80015676099652,13.532752849162492,0.021064910863278795,215.8862789232121,230.14799999999997
268000,-1438.3229818913676,168.14927923285768,29.522318607611254,0.019873988834307795,226.95603778891748,230.08100000000002
269000,-1437.117649847055,163.82089273453886,26.885080104582038,0.018544410453850482,247.29586793037015,234.14899999999997
